ENSG00000198888	MT-ND1
ENSG00000200320	GM26447
ENSG00000109472	CPE
ENSG00000252045	GM26326
ENSG00000212156	GM24185
ENSG00000206722	GM24086
ENSG00000207128	GM24669
ENSG00000252993	GM22435
ENSG00000252346	N-R5S210
ENSG00000181323	SPEM1
ENSG00000212587	GM26251
ENSG00000222983	N-R5S209
ENSG00000252866	GM24476
ENSG00000252866	N-R5S158
ENSG00000212363	GM26251
ENSG00000264303	GM24273
ENSG00000207257	GM24283
ENSG00000252936	GM27490
ENSG00000199520	GM22221
ENSG00000252863	GM26411
ENSG00000251952	GM24384
ENSG00000222449	GM23629
ENSG00000212344	GM22528
ENSG00000277846	GM22680
ENSG00000170777	TRPD52L3
ENSG00000252017	GM23691
ENSG00000200444	GM25784
ENSG00000275143	GM26083
ENSG00000276057	GM27937
ENSG00000252102	GM22864
ENSG00000223298	GM24184
ENSG00000276599	GM27490
ENSG00000276179	GM27470
ENSG00000281710	RNU3B1
ENSG00000281710	GM22865
ENSG00000281710	RNU3B3
ENSG00000281710	GM24949
ENSG00000281710	GM25203
ENSG00000281710	RNU3B2
ENSG00000281710	GM23927
ENSG00000281710	GM24826
ENSG00000281710	GM25419
ENSG00000281710	RNU3B4
ENSG00000186522	42623
ENSG00000201042	GM25967
ENSG00000201042	GM25388
ENSG00000201042	GM22944
ENSG00000201042	GM23105
ENSG00000199783	GM23650
ENSG00000099260	PALMD
ENSG00000200487	GM26152
ENSG00000200487	GM24509
ENSG00000200487	GM25358
ENSG00000274760	GM27507
ENSG00000274760	GM27688
ENSG00000212464	GM24336
ENSG00000272296	SNORD96A
ENSG00000207194	GM25061
ENSG00000206832	GM23966
ENSG00000206832	GM26239
ENSG00000206832	GM23460
ENSG00000206832	GM24713
ENSG00000206832	GM24897
ENSG00000206832	GM22061
ENSG00000206832	GM23627
ENSG00000206832	GM23410
ENSG00000252765	GM25434
ENSG00000101938	CHRDL1
ENSG00000208839	SNORA35
ENSG00000212628	N-R5S175
ENSG00000202112	GM25416
ENSG00000199629	GM23470
ENSG00000199629	GM22866
ENSG00000178691	SUZ12
ENSG00000252040	GM23897
ENSG00000133243	BTBD2
ENSG00000222971	N-R5S71
ENSG00000238317	SNORD11
ENSG00000202411	N-R5S97
ENSG00000252046	GM25964
ENSG00000252046	GM23434
ENSG00000174903	RAB1B
ENSG00000277577	GM27927
ENSG00000201628	GM25284
ENSG00000202538	GM24407
ENSG00000252315	N-R5S65
ENSG00000199953	N-R5S193
ENSG00000252539	GM25961
ENSG00000231587	GM25632
ENSG00000134697	GNL2
ENSG00000187372	PCDHB16
ENSG00000252656	GM23028
ENSG00000221139	GM23839
ENSG00000275942	GM27882
ENSG00000276771	GM27861
ENSG00000251887	GM25061
ENSG00000212528	GM24966
ENSG00000140678	ITGAX
ENSG00000274409	GM27699
ENSG00000122126	OCRL
ENSG00000044459	CNTLN
ENSG00000222869	GM23643
ENSG00000201003	MIR3068
ENSG00000221241	SNORD88A
ENSG00000221241	GM25809
ENSG00000221241	SNORD88C
ENSG00000223169	N-R5S48
ENSG00000206819	GM22079
ENSG00000238324	GM25363
ENSG00000238324	GM22587
ENSG00000201308	GM23185
ENSG00000222251	N-R5S71
ENSG00000252807	GM24901
ENSG00000060642	PIGV
ENSG00000125863	MKKS
ENSG00000251917	GM22739
ENSG00000253026	GM23453
ENSG00000152465	NMT2
ENSG00000143376	SNX27
ENSG00000212461	GM22269
ENSG00000212461	GM22469
ENSG00000212461	GM24467
ENSG00000212461	GM24553
ENSG00000212461	GM24792
ENSG00000212461	GM24794
ENSG00000212461	GM22545
ENSG00000212461	GM25832
ENSG00000212461	GM25761
ENSG00000212461	GM24719
ENSG00000212461	GM23823
ENSG00000212461	GM25066
ENSG00000212461	GM26162
ENSG00000212461	GM24731
ENSG00000212461	GM24709
ENSG00000212461	GM23270
ENSG00000212461	GM25767
ENSG00000212461	GM25344
ENSG00000212461	GM24231
ENSG00000212461	GM24008
ENSG00000212461	GM26018
ENSG00000212461	GM26379
ENSG00000212461	GM23129
ENSG00000212461	GM23126
ENSG00000212461	GM24314
ENSG00000212461	GM25668
ENSG00000212461	GM24403
ENSG00000212461	GM23906
ENSG00000212461	GM23596
ENSG00000212461	GM23709
ENSG00000212461	GM25765
ENSG00000212461	GM24347
ENSG00000212461	GM23582
ENSG00000212461	GM25906
ENSG00000212461	GM22034
ENSG00000212461	GM23609
ENSG00000212461	GM22599
ENSG00000212461	GM22789
ENSG00000212461	GM23605
ENSG00000212461	GM24908
ENSG00000212461	GM22268
ENSG00000212461	GM26006
ENSG00000212461	GM24394
ENSG00000212461	GM26144
ENSG00000212461	GM23774
ENSG00000212461	GM22337
ENSG00000212461	GM23834
ENSG00000212461	GM23271
ENSG00000212461	GM23674
ENSG00000212461	GM25415
ENSG00000212461	GM26029
ENSG00000212461	GM24326
ENSG00000212461	GM24279
ENSG00000212461	GM25915
ENSG00000212461	GM23323
ENSG00000212461	GM22594
ENSG00000212461	GM23440
ENSG00000212461	GM23321
ENSG00000212461	GM26085
ENSG00000212461	GM24982
ENSG00000212461	GM26182
ENSG00000212461	GM22671
ENSG00000212461	GM24679
ENSG00000212461	GM23327
ENSG00000212461	GM25764
ENSG00000212461	GM22428
ENSG00000212461	GM22374
ENSG00000212461	GM25311
ENSG00000212461	GM24216
ENSG00000212461	GM25975
ENSG00000212461	GM25608
ENSG00000212461	GM23908
ENSG00000212461	GM26208
ENSG00000212461	GM22499
ENSG00000212461	GM23267
ENSG00000212461	GM24717
ENSG00000212461	GM23703
ENSG00000212461	GM24730
ENSG00000212461	GM22521
ENSG00000212461	GM24179
ENSG00000212461	GM24985
ENSG00000212461	GM26100
ENSG00000212461	GM24334
ENSG00000212461	GM22934
ENSG00000212461	GM24987
ENSG00000212461	GM26408
ENSG00000212461	GM23220
ENSG00000114405	3830406C13RIK
ENSG00000281159	GM23370
ENSG00000281159	GM26413
ENSG00000281159	GM22813
ENSG00000281159	GM25820
ENSG00000281159	GM22897
ENSG00000223177	N-R5S188
ENSG00000201612	GM26313
ENSG00000207441	GM23298
ENSG00000238554	GM23330
ENSG00000125775	SDCBP2
ENSG00000199645	GM23819
ENSG00000222522	GM23545
ENSG00000252726	N-R5S155
ENSG00000186400	OLFR248
ENSG00000186400	OLFR417
ENSG00000251946	GM23242
ENSG00000251946	GM23013
ENSG00000196936	OLFR167
ENSG00000201210	GM24976
ENSG00000252582	GM25969
ENSG00000222365	GM24123
ENSG00000222365	GM23201
ENSG00000188069	OLFR583
ENSG00000188069	OLFR566
ENSG00000188069	OLFR585
ENSG00000239021	GM22385
ENSG00000206614	GM24716
ENSG00000119737	GPR75
ENSG00000207118	SNORD14D
ENSG00000176937	OLFR569
ENSG00000176937	OLFR582
ENSG00000176937	OLFR584
ENSG00000206698	GM25914
ENSG00000206698	GM26290
ENSG00000212382	GM22333
ENSG00000199934	GM25802
ENSG00000199934	GM25789
ENSG00000176879	OLFR578
ENSG00000278457	N-R5S168
ENSG00000252972	N-R5S94
ENSG00000252972	N-R5S79
ENSG00000251961	GM26249
ENSG00000251961	GM25338
ENSG00000275405	GM26110
ENSG00000275405	GM22513
ENSG00000275405	RNU1B1
ENSG00000275405	GM22614
ENSG00000275405	RNU1B2
ENSG00000275405	GM24136
ENSG00000275405	GM24830
ENSG00000275405	GM26232
ENSG00000275405	RNU1B6
ENSG00000275405	GM25890
ENSG00000275405	GM22042
ENSG00000276859	GM27899
ENSG00000206944	GM23186
ENSG00000252916	GM23559
ENSG00000252916	GM23589
ENSG00000175393	OLFR517
ENSG00000175393	OLFR514
ENSG00000175393	OLFR519
ENSG00000175393	OLFR518
ENSG00000175393	OLFR512
ENSG00000175393	OLFR516
ENSG00000151503	NCAPD3
ENSG00000083720	OXCT1
ENSG00000201602	GM25427
ENSG00000212580	GM22972
ENSG00000207266	GM22302
ENSG00000279556	GM13769
ENSG00000279556	OLFR1265
ENSG00000279556	OLFR1506
ENSG00000279556	OLFR1269
ENSG00000252027	GM24940
ENSG00000199977	GM25139
ENSG00000201028	GM25020
ENSG00000276100	GM27542
ENSG00000181935	OLFR1199
ENSG00000181935	OLFR1195
ENSG00000181935	OLFR1209
ENSG00000199927	RNU3B2
ENSG00000199927	RNU3B3
ENSG00000199927	GM24826
ENSG00000199927	RNU3B4
ENSG00000199927	RNU3B1
ENSG00000207516	SNORA41
ENSG00000207516	GM23723
ENSG00000238942	SNORD2
ENSG00000162144	CYB561A3
ENSG00000186117	OLFR1157
ENSG00000212611	GM23389
ENSG00000212572	GM24582
ENSG00000181689	OLFR1082
ENSG00000181689	OLFR1090
ENSG00000181689	OLFR1085
ENSG00000181689	OLFR1084
ENSG00000181689	OLFR1089
ENSG00000181689	OLFR1080
ENSG00000204481	PRAMEL5
ENSG00000204481	GM3286
ENSG00000204481	GM7942
ENSG00000204481	AC165294.3
ENSG00000204481	AC123873.2
ENSG00000204481	GM16429
ENSG00000204481	PRAMEL4
ENSG00000204481	AC123873.3
ENSG00000204481	GM13119
ENSG00000204481	AC164084.3
ENSG00000204481	PRAMEF6
ENSG00000204481	AC125178.2
ENSG00000204481	AC140325.2
ENSG00000204481	AC140325.4
ENSG00000204481	GM7982
ENSG00000204481	GM7792
ENSG00000204481	GM13084
ENSG00000204481	GM13102
ENSG00000204481	B020004J07RIK
ENSG00000204481	GM7971
ENSG00000204481	GM13078
ENSG00000204481	GM13128
ENSG00000204481	GM10424
ENSG00000204481	AC125178.1
ENSG00000204481	OOG1
ENSG00000204481	GM13101
ENSG00000204481	GM6205
ENSG00000204481	GM13040
ENSG00000204481	GM13125
ENSG00000204481	PRAMEL7
ENSG00000204481	GM12789
ENSG00000204481	GM13089
ENSG00000204481	GM6351
ENSG00000204481	PRAMEL1
ENSG00000204481	GM7682
ENSG00000204481	AC125178.3
ENSG00000204481	GM12790
ENSG00000204481	PRAMEF25
ENSG00000204481	AC124606.1
ENSG00000204481	PRAMEF17
ENSG00000204481	GM10436
ENSG00000204481	AC163611.1
ENSG00000204481	GM13088
ENSG00000204481	AC165294.1
ENSG00000204481	AC165294.2
ENSG00000204481	AC123873.1
ENSG00000204481	GM3259
ENSG00000204481	OOG4
ENSG00000204481	GM13057
ENSG00000204481	AC124606.2
ENSG00000204481	GM16522
ENSG00000204481	GM12800
ENSG00000204481	GM16513
ENSG00000204481	BC080695
ENSG00000204481	GM12794
ENSG00000204481	AC164084.2
ENSG00000204481	OOG2
ENSG00000204481	D5ERTD577E
ENSG00000204481	PRAMEF12
ENSG00000204481	GM13023
ENSG00000204481	C130073F10RIK
ENSG00000204481	AC163611.2
ENSG00000204481	GM16427
ENSG00000204481	GM13083
ENSG00000204481	C87977
ENSG00000204481	AC140325.3
ENSG00000204481	GM13103
ENSG00000204481	PRAMEL6
ENSG00000204481	GM13043
ENSG00000204481	AA792892
ENSG00000204481	AC140365.1
ENSG00000204481	C87499
ENSG00000204481	AC140325.1
ENSG00000204481	AC133095.2
ENSG00000204481	GM3139
ENSG00000204481	GM6367
ENSG00000204481	AC133095.1
ENSG00000204481	GM16367
ENSG00000204481	BC061212
ENSG00000204481	E330014E10RIK
ENSG00000204481	GM3106
ENSG00000204481	GM7978
ENSG00000204481	GM2042
ENSG00000204481	PRAMEF8
ENSG00000204481	C87414
ENSG00000204481	OOG3
ENSG00000204481	GM6502
ENSG00000204481	GM6509
ENSG00000204481	GM3183
ENSG00000204481	AC126035.1
ENSG00000204481	GM3147
ENSG00000238456	GM23448
ENSG00000279911	OLFR1019
ENSG00000207501	GM26110
ENSG00000207501	GM22513
ENSG00000207501	RNU1B1
ENSG00000207501	GM22614
ENSG00000207501	RNU1B2
ENSG00000207501	GM24136
ENSG00000207501	GM24830
ENSG00000207501	GM26232
ENSG00000207501	RNU1B6
ENSG00000207501	GM25890
ENSG00000207501	GM22042
ENSG00000155858	LSM11
ENSG00000111335	OAS2
ENSG00000172774	OLFR1496
ENSG00000222438	GM23035
ENSG00000207100	GM25791
ENSG00000205143	ARID3C
ENSG00000142655	PEX14
ENSG00000207397	GM24285
ENSG00000075073	TACR2
ENSG00000197263	OLFR924
ENSG00000197263	OLFR926
ENSG00000222312	GM22535
ENSG00000221245	GM22488
ENSG00000199687	GM22054
ENSG00000198657	OLFR878
ENSG00000281780	GM26457
ENSG00000175602	CCDC85B
ENSG00000230301	OLFR190
ENSG00000278072	GM27587
ENSG00000201289	GM23094
ENSG00000279941	OLFR95
ENSG00000171484	OLFR362
ENSG00000212495	GM23059
ENSG00000280253	OLFR547
ENSG00000280253	OLFR548-PS1
ENSG00000207181	GM26397
ENSG00000277311	GM27801
ENSG00000252166	GM22739
ENSG00000207322	GM22155
ENSG00000206644	GM25834
ENSG00000281844	FBF1
ENSG00000206588	GM26110
ENSG00000206588	GM22513
ENSG00000206588	RNU1B1
ENSG00000206588	GM22614
ENSG00000206588	RNU1B2
ENSG00000206588	GM24136
ENSG00000206588	GM24830
ENSG00000206588	GM26232
ENSG00000206588	RNU1B6
ENSG00000206588	GM25890
ENSG00000206588	GM22042
ENSG00000238917	GM25835
ENSG00000200051	SNORD45B
ENSG00000277428	RNY3
ENSG00000277502	GM27390
ENSG00000173702	MUC13
ENSG00000168787	OLFR103
ENSG00000168787	OLFR102
ENSG00000168787	OLFR101
ENSG00000078579	FGF20
ENSG00000276185	GM27941
ENSG00000282889	ENTPD1
ENSG00000223012	GM22561
ENSG00000278793	GM25061
ENSG00000199030	GM24111
ENSG00000238965	N-R5S39
ENSG00000206687	GM25260
ENSG00000206687	GM25005
ENSG00000238819	SNORD11
ENSG00000280755	AC132444.3
ENSG00000280755	AC133103.4
ENSG00000280755	SP110
ENSG00000280755	AC133103.5
ENSG00000280755	AC168977.1
ENSG00000280755	AC125149.5
ENSG00000280755	AC125149.4
ENSG00000201882	GM24431
ENSG00000130202	PVRL2
ENSG00000199352	GM26391
ENSG00000252119	GM22156
ENSG00000282960	KDM4C
ENSG00000079277	MKNK1
ENSG00000282955	RABL6
ENSG00000207217	GM24696
ENSG00000207217	GM26205
ENSG00000207217	GM26394
ENSG00000201095	GM23567
ENSG00000200403	GM24445
ENSG00000200403	GM25538
ENSG00000279723	OLFR38
ENSG00000279723	OLFR453
ENSG00000279723	OLFR452
ENSG00000212327	GM22783
ENSG00000212345	GM24502
ENSG00000174885	NLRP6
ENSG00000130707	ASS1
ENSG00000130707	GM5424
ENSG00000270384	GM23294
ENSG00000270384	GM22979
ENSG00000177646	ACAD9
ENSG00000264229	GM22710
ENSG00000201297	GM25427
ENSG00000207077	GM23579
ENSG00000178075	GRAMD1C
ENSG00000282883	AKR1C14
ENSG00000282883	AKR1C18
ENSG00000282883	AKR1CL
ENSG00000282883	AKR1C6
ENSG00000282883	AKR1C12
ENSG00000282883	AKR1C13
ENSG00000282883	AKR1C21
ENSG00000282883	AKR1C19
ENSG00000282883	AKR1C20
ENSG00000200902	GM22101
ENSG00000136883	KIF12
ENSG00000101003	GINS1
ENSG00000282031	TMBIM4
ENSG00000200463	GM24208
ENSG00000200463	SNORD118
ENSG00000200816	GM23442
ENSG00000201415	N-R5S215
ENSG00000252560	GM26254
ENSG00000212516	GM25061
ENSG00000201452	GM24162
ENSG00000212395	GM24151
ENSG00000199580	GM24184
ENSG00000249428	CFAP99
ENSG00000277985	GM24029
ENSG00000222791	GM24142
ENSG00000282913	BLOC1S5
ENSG00000206941	SNORD15A
ENSG00000282682	GM5617
ENSG00000200390	GM24184
ENSG00000271924	GM25966
ENSG00000096433	ITPR3
ENSG00000206896	GM23186
ENSG00000212553	GM22776
ENSG00000212553	GM23619
ENSG00000212553	GM22131
ENSG00000212553	GM23265
ENSG00000212553	GM24711
ENSG00000212553	GM23359
ENSG00000212553	GM23357
ENSG00000212553	GM22188
ENSG00000212553	GM24264
ENSG00000212553	GM23047
ENSG00000212553	GM25944
ENSG00000212553	GM23767
ENSG00000212553	GM22417
ENSG00000212553	GM22110
ENSG00000212553	SNORD116L2
ENSG00000212553	GM24760
ENSG00000212553	SNORD116L1
ENSG00000212553	GM25074
ENSG00000212553	GM26365
ENSG00000212553	GM24518
ENSG00000212553	GM23953
ENSG00000212553	GM22258
ENSG00000212553	GM22046
ENSG00000212553	GM26201
ENSG00000212553	GM23862
ENSG00000212553	GM25350
ENSG00000212553	GM23446
ENSG00000212553	GM22289
ENSG00000212553	GM23141
ENSG00000212553	GM22173
ENSG00000212553	GM22863
ENSG00000212553	GM22047
ENSG00000212553	GM25155
ENSG00000212553	GM23524
ENSG00000212553	GM25597
ENSG00000212553	GM23724
ENSG00000212553	GM24742
ENSG00000212553	GM26223
ENSG00000212553	GM26502
ENSG00000212553	GM24658
ENSG00000212553	GM26433
ENSG00000212553	GM26097
ENSG00000212553	GM23313
ENSG00000212553	GM22584
ENSG00000212553	GM22941
ENSG00000212553	GM26504
ENSG00000212553	GM24609
ENSG00000212553	GM25474
ENSG00000212553	GM23089
ENSG00000212553	GM22631
ENSG00000212553	GM26032
ENSG00000212553	GM26094
ENSG00000212553	GM23696
ENSG00000212553	GM26332
ENSG00000212553	GM25157
ENSG00000212553	GM25816
ENSG00000212553	GM23549
ENSG00000212553	GM22128
ENSG00000212553	GM25615
ENSG00000212553	GM24618
ENSG00000212553	GM26270
ENSG00000212553	GM25210
ENSG00000212553	GM24153
ENSG00000212553	GM22812
ENSG00000212553	GM25471
ENSG00000212553	GM26246
ENSG00000212553	GM22285
ENSG00000212553	GM26136
ENSG00000212553	GM26188
ENSG00000212553	GM22851
ENSG00000130385	BMP15
ENSG00000099994	SUSD2
ENSG00000161649	CD300LG
ENSG00000207496	SNORA7A
ENSG00000207496	GM27991
ENSG00000202400	SNORD82
ENSG00000166670	MMP10
ENSG00000222356	GM23516
ENSG00000222356	GM26255
ENSG00000252328	GM25403
ENSG00000199308	GM22063
ENSG00000199308	GM22628
ENSG00000253437	GM23247
ENSG00000252837	GM23548
ENSG00000275502	GM27545
ENSG00000254893	RAP1B
ENSG00000199424	GM22016
ENSG00000199424	GM22508
ENSG00000199424	GM24372
ENSG00000201541	GM22620
ENSG00000201796	GM23205
ENSG00000252032	GM26424
ENSG00000116132	PRRX1
ENSG00000274915	GM22842
ENSG00000201654	GM24019
ENSG00000207083	GM23851
ENSG00000207083	GM25258
ENSG00000199512	GM22378
ENSG00000252890	GM22699
ENSG00000252890	GM26091
ENSG00000252890	GM23390
ENSG00000251829	N-R5S7
ENSG00000038274	MAT2B
ENSG00000176444	CLK2
ENSG00000206791	GM23294
ENSG00000206791	GM22979
ENSG00000252151	GM23003
ENSG00000252212	GM24666
ENSG00000251760	GM27490
ENSG00000202070	GM22444
ENSG00000252699	GM27326
ENSG00000180767	CHST13
ENSG00000206939	GM23056
ENSG00000172058	SERF1
ENSG00000158106	RHPN1
ENSG00000277568	GM27457
ENSG00000252623	N-R5S156
ENSG00000207387	GM24184
ENSG00000201348	GM24533
ENSG00000222337	GM22316
ENSG00000238862	GM24916
ENSG00000135686	KLHL36
ENSG00000277370	SNORD49A
ENSG00000252215	GM23654
ENSG00000212620	GM22972
ENSG00000204962	PCDHA6
ENSG00000136925	TSTD2
ENSG00000202248	N-R5S82
ENSG00000083067	TRPM3
ENSG00000196132	MYT1
ENSG00000180346	TIGD2
ENSG00000184650	ODF4
ENSG00000239002	SCARNA10
ENSG00000200790	GM25061
ENSG00000204619	PPP1R11
ENSG00000201264	RNU73B
ENSG00000180332	KCTD4
ENSG00000274210	GM26110
ENSG00000274210	GM22513
ENSG00000274210	RNU1B1
ENSG00000274210	GM22614
ENSG00000274210	RNU1B2
ENSG00000274210	GM24136
ENSG00000274210	GM24830
ENSG00000274210	GM26232
ENSG00000274210	RNU1B6
ENSG00000274210	GM25890
ENSG00000274210	GM22042
ENSG00000199797	RNY3
ENSG00000116459	ATP5F1
ENSG00000206952	GM26265
ENSG00000124383	MPHOSPH10
ENSG00000212124	TAS2R136
ENSG00000212124	TAS2R120
ENSG00000251714	GM25557
ENSG00000200839	N-R5S115
ENSG00000276626	GM23553
ENSG00000263776	GM24616
ENSG00000199572	N-R5S168
ENSG00000252806	GM27490
ENSG00000148290	SURF1
ENSG00000132446	FTHL17A
ENSG00000132446	FTHL17E
ENSG00000132446	FTHL17F
ENSG00000132446	FTHL17D
ENSG00000132446	FTHL17B
ENSG00000132446	FTHL17C
ENSG00000212542	GM23806
ENSG00000115514	TXNDC9
ENSG00000200340	GM22350
ENSG00000208772	GM22486
ENSG00000199792	GM23196
ENSG00000142046	TMEM91
ENSG00000212127	TAS2R140
ENSG00000212127	TAS2R123
ENSG00000212127	TAS2R125
ENSG00000212127	TAS2R110
ENSG00000212127	TAS2R117
ENSG00000212127	TAS2R103
ENSG00000212127	TAS2R115
ENSG00000212127	TAS2R116
ENSG00000212127	TAS2R129
ENSG00000212127	TAS2R113
ENSG00000212127	TAS2R109
ENSG00000254341	SNORD87
ENSG00000201610	N-R5S188
ENSG00000199744	GM24134
ENSG00000200516	N-R5S9
ENSG00000223190	GM25545
ENSG00000252714	N-R5S172
ENSG00000252714	N-R5S171
ENSG00000252714	GM22340
ENSG00000206612	GM24406
ENSG00000068912	ERLEC1
ENSG00000276991	GM27998
ENSG00000200817	GM26002
ENSG00000200817	GM25935
ENSG00000278391	GM27940
ENSG00000278391	GM27679
ENSG00000278391	GM28000
ENSG00000200033	GM25141
ENSG00000206634	GM23245
ENSG00000212266	GM26251
ENSG00000116001	TIA1
ENSG00000222870	GM25207
ENSG00000222870	GM25814
ENSG00000222870	GM22148
ENSG00000281910	GM26265
ENSG00000252595	GM22849
ENSG00000252886	GM22553
ENSG00000222835	N-R5S84
ENSG00000207412	GM25598
ENSG00000210825	GM26251
ENSG00000200130	GM22864
ENSG00000276884	GM27972
ENSG00000177954	RPS27RT
ENSG00000252267	GM22562
ENSG00000276103	GM24635
ENSG00000240577	GM27853
ENSG00000201542	GM23456
ENSG00000274309	GM25187
ENSG00000140848	CPNE2
ENSG00000095739	BAMBI
ENSG00000206932	GM26427
ENSG00000201830	GM22016
ENSG00000201830	GM22508
ENSG00000201830	GM24372
ENSG00000169258	GPRIN1
ENSG00000276861	N-R5S84
ENSG00000222303	GM26011
ENSG00000206979	SNORD61
ENSG00000201407	SNORA68
ENSG00000207044	GM23229
ENSG00000207044	GM22593
ENSG00000207044	GM24477
ENSG00000171126	KCNG3
ENSG00000201044	GM25199
ENSG00000105518	TMEM205
ENSG00000223269	GM22794
ENSG00000212549	N-R5S45
ENSG00000212549	N-R5S87
ENSG00000212549	GM25551
ENSG00000212549	GM23782
ENSG00000063177	RPL18
ENSG00000265733	GM23946
ENSG00000238680	GM24259
ENSG00000277344	GM23827
ENSG00000120306	CYSTM1
ENSG00000200072	GM23212
ENSG00000265706	GM22858
ENSG00000203877	RIPPLY2
ENSG00000212190	GM23035
ENSG00000274819	GM27588
ENSG00000276664	GM27640
ENSG00000148334	PTGES2
ENSG00000202240	GM23302
ENSG00000277826	GM27976
ENSG00000222297	GM22140
ENSG00000199633	GM22864
ENSG00000154027	AK5
ENSG00000252209	GM22739
ENSG00000222129	GM22093
ENSG00000212254	GM24646
ENSG00000201675	SNORD32A
ENSG00000251731	GM25111
ENSG00000199290	RNY3
ENSG00000238898	GM25589
ENSG00000238898	GM22656
ENSG00000238898	GM25140
ENSG00000238898	GM24145
ENSG00000238898	GM24200
ENSG00000238898	GM23741
ENSG00000238898	GM26361
ENSG00000238898	GM22283
ENSG00000238898	GM24030
ENSG00000238898	GM24036
ENSG00000278802	GM27608
ENSG00000077943	ITGA8
ENSG00000277887	GM22711
ENSG00000199753	SNORD104
ENSG00000252296	GM23172
ENSG00000252296	GM22088
ENSG00000145476	CYP4V3
ENSG00000153246	PLA2R1
ENSG00000008441	NFIX
ENSG00000182150	ERCC6L2
ENSG00000274721	GM27804
ENSG00000207347	GM25609
ENSG00000207347	GM25049
ENSG00000164081	TEX264
ENSG00000212589	GM22269
ENSG00000212589	GM22469
ENSG00000212589	GM24467
ENSG00000212589	GM24553
ENSG00000212589	GM24792
ENSG00000212589	GM24794
ENSG00000212589	GM22545
ENSG00000212589	GM25832
ENSG00000212589	GM25761
ENSG00000212589	GM24719
ENSG00000212589	GM23823
ENSG00000212589	GM25066
ENSG00000212589	GM26162
ENSG00000212589	GM24731
ENSG00000212589	GM24709
ENSG00000212589	GM23270
ENSG00000212589	GM25767
ENSG00000212589	GM25344
ENSG00000212589	GM24231
ENSG00000212589	GM24008
ENSG00000212589	GM26018
ENSG00000212589	GM26379
ENSG00000212589	GM23129
ENSG00000212589	GM23126
ENSG00000212589	GM24314
ENSG00000212589	GM25668
ENSG00000212589	GM24403
ENSG00000212589	GM23906
ENSG00000212589	GM23596
ENSG00000212589	GM23709
ENSG00000212589	GM25765
ENSG00000212589	GM24347
ENSG00000212589	GM23582
ENSG00000212589	GM25906
ENSG00000212589	GM22034
ENSG00000212589	GM23609
ENSG00000212589	GM22599
ENSG00000212589	GM22789
ENSG00000212589	GM23605
ENSG00000212589	GM24908
ENSG00000212589	GM22268
ENSG00000212589	GM26006
ENSG00000212589	GM24394
ENSG00000212589	GM26144
ENSG00000212589	GM23774
ENSG00000212589	GM22337
ENSG00000212589	GM23834
ENSG00000212589	GM23271
ENSG00000212589	GM23674
ENSG00000212589	GM25415
ENSG00000212589	GM26029
ENSG00000212589	GM24326
ENSG00000212589	GM24279
ENSG00000212589	GM25915
ENSG00000212589	GM23323
ENSG00000212589	GM22594
ENSG00000212589	GM23440
ENSG00000212589	GM23321
ENSG00000212589	GM26085
ENSG00000212589	GM24982
ENSG00000212589	GM26182
ENSG00000212589	GM22671
ENSG00000212589	GM24679
ENSG00000212589	GM23327
ENSG00000212589	GM25764
ENSG00000212589	GM22428
ENSG00000212589	GM22374
ENSG00000212589	GM25311
ENSG00000212589	GM24216
ENSG00000212589	GM25975
ENSG00000212589	GM25608
ENSG00000212589	GM23908
ENSG00000212589	GM26208
ENSG00000212589	GM22499
ENSG00000212589	GM23267
ENSG00000212589	GM24717
ENSG00000212589	GM23703
ENSG00000212589	GM24730
ENSG00000212589	GM22521
ENSG00000212589	GM24179
ENSG00000212589	GM24985
ENSG00000212589	GM26100
ENSG00000212589	GM24334
ENSG00000212589	GM22934
ENSG00000212589	GM24987
ENSG00000212589	GM26408
ENSG00000212589	GM23220
ENSG00000230594	GM6268
ENSG00000109944	4931429I11RIK
ENSG00000206754	GM23130
