P63101	YWHAZ
L7MU57	OLFR1154
Q3TUV1	FZD3
E9Q0Y7	OLFR419
Q3TQ35	ZFP638
F6SQM4	FAM234A
A4QMV0	PCDHB10
Q3TJI3	CYLD
Q8BLL2	FZD4
Q8CFS2	DDX10
Q6PHX8	PCDHGA8
A0A0U1RNS1	SGF29
A0A0U1RPU9	OLFR720
Q8CAN9	TMPRSS15
A0A0R4J0S4	LLGL1
A0A0R4J076	1700019N19RIK
A0A0R4J0G7	DLGAP5
D6RGB5	EXOSC9
Q9CVG0	SPPL2A
Q8CC06	ITGA6
Q69ZL4	ATP2C1
D3Z633	IFFO1
A2ATJ4	OLFR1200
G3UYU2	RHOX2C
A0A0A6YWH3	EPRS
B1AWZ7	OLFR272
Q8C9G5	HGF
B0LAE2	KCNB1
D3YWD8	NELL1
H3BLB2	CORIN
A0A0U1RPM7	EML2
A0A0G2JFC5	USP53
Q8R503	SLC8A3
A0A0U1RNP5	ETFB
Q1XGY5	FREM2
Q8CG81	NCOA7
A0A0U1RP03	LAT
A0A0R4J143	TSPEAR
A0A0R4J1I2	TADA3
A0A0R4J181	SLC35D2
Q921V3	NFS1
B7ZNU3	GZMD
A2AES3	OTUD5
B1AVH5	CORO2A
E9QNH6	MYO1B
E9QNL8	ITGAL
Q3TYB1	RAB15
B7ZP06	ORM3
Q3UAZ3	RARS
Q3V3P9	IKZF3
Q3U009	ABCG4
B9EKC2	ABCC4
Q3TVC5	RARS
E9Q561	EIF4A2
Q6PCM6	AGRN
Q9JL90	NEB
Q9D2L4	ITGB6
Q7M754	GM5409
D3Z7F0	LDHB
Q7TRD3	OLFR900
Q9CU96	PDGFA
Q3TII2	EIF3H
Q6GU28	MEIS2
H3BK39	RAPGEF3
Q6W033	OLFR1354
S4R1U8	SIPA1L3
A0A0U1RPI7	HDDC3
A0A0U1RNJ8	GM4763
A0A0U1RP32	SLC3A2
A0A0U1RPE7	HSPBP1
A0A0U1RNT0	PIK3C2A
A0A0R4J1I3	MEN1
A0A0G2JFH3	OLFR576
A0A0J9YU01	GM7792
A0A0R4J092	MANBA
A0A0R4J1C1	TMEM143
A0A0R4J1K6	NUPL2
F7CGG2	TRRAP
Q9CUE4	JHY
A2BDX2	DPM1
F7CPY7	APEX2
Q3U8F5	PSMD12
F6ZE01	VEGFA
F7DD14	KIT
F6Z1P8	DZIP3
D3Z5X4	GM7964
A2AG68	ATP7A
E9Q4C1	KLHL26
G3X9U6	USP10
E9PX47	OLFR544
E9Q1L6	OLFR248
L7N205	OLFR203
Q3TUR5	MPDZ
Q3U8W5	CTSD
Q3TZ72	UBOX5
D3Z7E6	PAFAH1B3
Q3B886	OLFR1371
A7MAW7	OLFR473
Q6W053	OLFR612
D3YWH9	RPS9
Q7TRH0	OLFR830
Q8CFK5	KARS
F8WH78	TNFRSF23
A6MDC6	ETV4
A1L3R7	OLFR600
A0A0R5RP26	SCN9A
A0A0R4J171	DLC1
Q920S4	COL5A3
A0A0R4J0S2	IGFALS
A0A0R4J196	SPAG9
D6RHQ6	USP16
Q921Z7	JAG2
B1AV14	APOOL
E9Q1P2	OLFR288
Q8BTX5	EIF3H
Q8K0Q9	TBC1D2B
Q3TW01	RAB32
Q3TSS0	MAT2A
Q8CBD2	PCDHB16
Q8VDX8	HARS
Q8R352	UBE2M
D3YUN1	GRSF1
Q6UAF9	OLFR104
Q8C2I9	MCM5
A0A0A6YXW3	LBR
A0A0A6YWX5	CACNB2
F6YRR2	RGS12
J3QK13	ANKRD44
E9PWW9	RSF1
J3QN60	GM20946
Q3UQM5	RDH14
F8WHD9	MEN1
F6R4F9	PRSS57
Q8C1L4	PRSS8
Q9Z1B0	PCDHGA12
L7N210	OLFR895
A4FUV8	GZMK
Q922U7	RLF
J7NUN6	IFGGB9
Q5NDA4	FABP7
A0A0G2JEF6	LRRFIP2
A0A0U1RPG5	SLC3A2
A0A0U1RQ22	UBE2S
A0A0U1RNK7	DOCK7
A0A0R4J189	EGFL7
A0A0U1RPR0	EIF3C
A0A0R4J1D3	AHRR
A0A0R4J1W0	SORBS2
B1AQG7	ZFP207
F6Z2T3	USP48
A6H6J8	OLFR902
F6WJB7	USP34
Q6KAL9	MYO1F
A2AWJ1	FAM73B
E9QNX7	ATP4A
Q3UK39	MCM2
Q3TD86	ITGAM
E9PYY6	MFSD4B5
Q3TMY1	USP36
G3UYP0	UBE2I
Q3UUG8	TNRC6A
A2AV13	OLFR1193
Q80Y26	F10
Q8BIX2	GCN1L1
D3Z1H7	TRPV4
Q99LM8	FBLN7
Q8C9Q5	AI314180
Q923V3	DUB2A
D3YWF6	OTUB1
Q7TSX3	PTGIR
A0A060GQ68	PRSSLY
H3BLG3	RAB26
V9GXM2	TRMT13
A0A0U1RNS2	NTRK3
A0A0U1RPM2	FES
A0A0G2JE12	ANKUB1
A0A0R5RP25	SCN5A
A0A0R4J1M0	SUFU
A0A0R4J279	KCNK2
Q9CUC5	4930430A15RIK
B0R010	PNPLA7
F6ZAT3	TUBGCP6
Q8C6L2	PLAU
Q8BSQ4	COL9A1
Q3U6X2	HNRNPK
G3UYN5	ITGA8
E9Q3G7	ATP11A
Q3TTC5	MTMR14
F6SYN4	KCTD17
Q6ZQK6	NOLC1
B0R035	SLC20A1
B1AU74	MOSPD2
F6TFM1	SCYL3
Q3TE28	SKIV2L
Q6PDN6	TSPAN7
Q8BYE0	HELQ
Q9D6W4	SRSF3
E9QNV2	MED23
Q0VBP6	TXK
Q2TJI7	PCDH1
Q80TN1	CAMK2A
Q8BNV3	HC
Q8VC72	NDUFS8
Q9CVM1	CR2
A1E281	ACTB
D3Z2F2	HSPD1
E9QMQ3	TRIOBP
Q5DTI3	SYT2
Q5M9L1	RPL36
Q8BLA6	SLC6A15
Q8BY20	CHDH
Q9ET46	SEC6
A0A0A6YVP5	PCDH9
D6RCV3	GPS1
D7EYE4	ZFP185
D6RCW9	TYMS
Q3TND6	MAN2B2
Q5XQK7	H2-AB
Q7TSV8	ACE
Q80Z31	E2A
Q8BHT3	GPBP1L1
Q8BJD2	SBF2
Q8BPW4	D230041D01RIK
Q8BRL5	RORA
Q8BVU9	SERPINH1
Q8C2A4	STAT4
Q8CFH3	LPIN1
Q9EQ63	ASPH
V9GWS2	SLC25A22
A0A087WNN6	ASTE1
A0A087WNP6	CDV3
A0A087WP37	PLEKHA6
A0A087WPT9	2410002F23RIK
A5J0L5	IL21
Q80TE1	MKIAA1402
Q80VZ9	STRADA
Q8BSV9	STK16
Q8C1J3	OLFR112
Q8C2X8	TLR3
Q8K3I0	CHADL
Q99JU9	PSAT1
A0A087WRU8	KCNQ1
O88570	PTPRQ
Q546D0	ADORA1
Q61357	LGALS3
Q80T84	MROH1
Q80ZI7	IGH
Q8BMU5	TUSC3
Q8BQD5	HECW2
Q8BUH6	ZKSCAN1
Q8BYU1	ARL14EP
Q8CF16	1810010K12RIK
Q8R3X2	FAM102A
E0CYZ0	RSPH14
O08745	ADGRE1
Q3UDQ8	SLC12A4
Q9CS36	FANCA
Q9CVX9	AV039307
Q9D4Y2	ASB8
Z4YJK0	ARHGAP36
A0A0A0MQJ9	BTNL9
D3Z5Z4	PLCXD1
E9QN60	TNK2
F2Z3V1	AANAT
H6WAT1	GLIS1
Q3TLJ5	CDK5RAP3
Q3UEX4	GDAP1
Q3UX70	BTG4
Q8C904	A730089K16RIK
Q9CRT1	TCF3
B7ZMV4	CDR2L
Q3TAM2	TRIM25
Q3TET7	SDCBP
Q3TSE2	C2CD5
Q3U0U3	MAD2L1BP
Q8BU78	GBP5
Q7TPS9	NCBP3
Q8BPS1	GM12474
Q8BZ59	NPRL3
Q8C7K3	KLHDC7A
Q8CB97	GPR35
Q99KH1	DSC2
Q9D705	TEDDM3
A0A087WPM0	2700094K13RIK
A0A087WS89	2510002D24RIK
D9D7W1	COI
E0CZC1	MS4A6B
Q497U2	PCNT
Q7TPN5	WASL
Q8BK42	DGKQ
Q8BS09	GM5429
Q8BZY1	8030474K03RIK
Q8C5L2	GNA13
Q8R097	CES2G
Z4YKC4	EIF4G3
E0CYB7	FIGN
E0CZ60	E330034G19RIK
Q4L0E6	KRT78
Q64218	ATP5F1
Q9CZZ7	WFIKKN2
Q8CEM7	TRPC2
Q9JIQ2	KLRA12
B7ZMT3	UNC5D
B7ZP24	PCGF5
E9QQ99	SYVN1
Q3TEL1	PSMA3
Q3TJ71	UGDH
Q3TNW7	TBC1D1
Q3TPP7	ASB17
Q3TT56	GHDC
Q3UU24	NCAPG2
A0A087WP47	2810474O19RIK
A0A087WRN5	GM13889
H3BKR0	ATPAF1
Q3TAJ5	RSL1D1
Q99J16	ZCCHC14
Q9D5H1	1700010H22RIK
Q9D635	LDHD
A0A087WNT2	LY6E
A0A087WQT1	BC025446
A0A087WSF0	HDAC4
A0A0A0MQA2	MAPKBP1
E0CY89	GCC2
E0CYN7	PIANP
O08799	SPI16
Q3TTG4	TOP2A
Q7TMV9	FASL
Q7TQ03	BC053393
Q8BJC2	CD6
Q8BP85	GM10404
Q8C366	GM19692
Q8C6H1	HSPH1
Q8CD57	FADD
Q8K2A9	LRRC8E
Q8VEE3	HIST2H2BB
Q9D9Z4	ATP6V1C1
Q9JHD6	CHRNA7
Q499F1	DAZL
Q8K066	CDHR2
Q9CSZ5	TBRG1
Q9CVQ1	MTMR3
Q9D0T9	JTB
Z4YKM2	CISD3
B1AXS4	OPHN1
E0CXH7	RSPH14
F6S7V4	WNK1
Q6GQX7	GM973
Q9D3X6	WDR66
B7ZN33	NISCH
Q3TBQ3	MAN2C1
Q3TDW8	ARHGEF4
Q3TEX7	MFN2
Q3TQS6	EGFR
Q3UUE5	FAM198A
Q4U109	RELB
A0A087WNW3	KTN1
A0A087WPM8	HMX1
A0A087WR25	GM28360
M1GNA0	ANO2
Q3TL58	SKP1A
Q3TZ31	GRIN1
Q80UH3	NOD2
Q8BI33	CEP128
Q8BV31	AFAP1
Q8C0Q8	4932415M13RIK
Q8C205	COG2
Q8C7F7	SLFN9
Q8CCN7	CAMTA1
Q922H5	POLK
Q9ESE5	CD244
Q0MTC2	SLC22A17
Q4FK88	ANXA1
Q8C1K3	SOCS4
Q9QX25	MDR1B
V9GX97	ZFP280D
Z4YLZ2	TRPV1
A3KFM8	CHD6
B7ZNY1	ZFP329
D6RET4	RUFY2
D6RGM7	KATNAL2
D6RH67	TMEM62
D6RI72	DPY19L4
E0CXV5	GTF2H4
F6R220	ALG11
F6VDY0	PDIK1L
F8VQJ2	PRIMA1
F8VQJ3	LAMC1
Q3UJW9	AKR1A1
Q8K005	OSBP2
A0A089VPF9	XIRP2
E0CXE4	CRYGE
F6PYN5	GM15130
F6QNC8	TRP53BP1
H7BX04	ANKRD33B
L7N1Z0	GM6871
Q3UYR8	ZFP408
Q62467	SCN7A
Q8BKZ2	GM9914
Q8C8V2	FGF2OS
B7UCC5	RIMS1
Q62325	TLM
Q8C1F9	C330022B21RIK
C8YIX4	P2RX7
H8ZX88	SRY
Q3TDH4	RNF150
Q684J4	AFF2
Q8BVW7	PFAS
A7M7R1	MTMR4
B2RWV8	UBQLN3
H7BX78	ZFP408
Q3TPL9	PHRF1
Q69ZA9	SBF2
A9JQD6	SCN9A
D3YTR7	CAP2
Q810D5	MPER3
V9GXQ3	RGS21
D3YTM3	OLFM3
D3YUE4	FAM151B
D3YUN2	ST7
D3YXD9	RASSF7
D3YY71	CBX7
D3YYR0	ASNS
D3Z5T8	4930407I10RIK
D6RFV3	CCDC91
D6RI38	EIF2B1
F6ZBE7	CHTF18
K4DI71	GON4L
Q6KAP2	MFLJ00241
Q6LDL0	B4GALT1
Q6PAS6	PLCH2
Q6PER5	THEM7
Q8C5H5	GM5089
Q8BJS2	STK38
Q8CJ45	TINF2
V9GX78	TMEM196
B1B0S0	XLR3C
D3YTR0	APC2
D3YU02	PRKD3
D3YVL4	MCFD2
D3YWU0	DLG2
D3Z015	ASAH1
D3Z085	ARID5A
D3Z140	ZFP105
D3Z1X9	TFEB
D3Z2E3	REPS1
V9GX29	TCF12
G3UYU4	FLOT1
G3V014	CHD1
Q3UJW4	RNF113A1
Q3UVQ0	SV2C
Q3V466	A430033K04RIK
A3QWY0	MBTPS1
D3YV70	ESAM
Q6XL48	UGT1A5
Q8R1Y1	PROM2
Q9CYI8	SALL4
D6RI25	TAF1C
A0A087WRQ3	TRAV1
B7ZNT3	SIRPB1
D6RHT1	METTL3
Q3U0H4	AUP1
Q3UF82	MAPK1
Q3UW79	PTPN14
Q3UXW0	KIF4
Q3UZU3	FOXJ3
Q3V3C8	ENPP1
A0A0A6YVS2	TMCO1
E9PUI4	MICAL1
E9PVH4	PLK4
E9PVZ8	GOLGB1
E9PYY8	BDP1
E9Q0R6	TAS1R2
E9Q2I6	TRIM6
E9Q8R2	ATP8B2
E9Q9L6	NBEAL2
G3UWI0	TRIM39
G3UXF4	ANK1
G3UYA6	YAP1
G3UZA7	SUMO3
G3XA62	TNFAIP2
Q3TR55	SMYD3
Q3U4X7	GM20099
Q3U7F6	ZFP422
Q3UJY4	NUP43
Q3UU90	GM10848
Q3UWL9	NLRP4G
Q3UWZ6	OAS1D
Q3UZN2	NUDCD1
A0A077KA19	GM17783
I7HIQ5	UBXN11
F8WIM6	MUC6
Q99LF8	PABPC4
F6VSW9	EOMES
A0A0A6YVX7	PTCH1
A0A0A6YWM8	MAP4K4
A0A0A6YXG0	STX6
A0A0A6YXT5	SERTAD4
A2A5A7	ELMO2
A2A933	PRDM16
A2ACZ1	EBNA1BP2
A2CGA3	BIRC3
A3KGL0	DHDDS
A8Y5C0	GM12216
B1AWL3	ZFP462
B2KGR2	LANCL1
E9PZD4	XRCC6
E9Q009	CD180
E9Q354	SFMBT1
F6UR10	SPCS1
F6WNZ2	ACSL1
F6WX18	LAPTM5
F6YK59	GM9805
F6YT33	LRRC47
F6ZMT3	TOE1
F7B8F0	XPO6
F7BJ98	NBEAL1
F7D3B8	SNX7
J3QNW5	GM21797
J3QP32	MINK1
Q3USJ4	ETV6
Q3UXK5	SRP19
Q3V2N2	DKKL1
A0A075DCG5	ND6
B9EID7	SBSN
E9PW26	CTNNB1
E9PY70	TLCD1
E9PZU4	MAP3K12
E9Q206	GM17490
E9Q2P5	ULK4
E9Q903	CTNND1
G3UXJ4	CHD2
G3UY73	UGGT1
G3V010	SLC2A1
Q3TTM6	PMPCA
Q3U5K1	CTSS
Q3UF02	KIF3A
Q3UQ16	TMEM252
Q3UXI9	ILF2
Q3UZ02	POLR1A
Q3V439	ZEB1
A2AMQ9	PROKR2
A7M7S0	GM525
F6RYM7	VTA1
F6TN03	SBDS
L7N2A6	VMN1R116
Q3TNC8	CTSL
Q3UDC7	GBP2
Q5XW58	DAXX
Q8K599	IL17D
Q9CVF4	REG3A
B1AU76	NASP
Q8C520	A430057M04RIK
A0A0A6YWZ2	RSU1
A0A0A6YXC2	GNAI2
A2A5V4	SH3BP1
A2ACD2	VSTM2L
A2AQE9	ATF2
A2AW40	HNRNPR
B1AT88	SPHK1
B1AXA6	DACH2
B2RY64	ENTHD1
F6VA34	GM13547
F6YN80	NPR2
F7AN84	NISCH
F7CAM6	SLC1A2
J3QJZ7	GM3187
J3QNT8	GM1045
J3QPU6	CARKD
Q9CVD9	KBTBD3
A0A0A6YWQ1	TRBV23
A0A0A6YY83	PCDH7
A2AR15	MAPKAP1
A8Y5J9	TMEM39B
B1ATR5	GPC3
B8JJ81	JKAMP
E9Q0G0	4932415D10RIK
E9Q2U8	GM20721
E9Q3E4	DBP
E9Q838	OLFR605
F6WKE4	SGCE
F6YD49	COG1
F7A7F2	IL11
F7AEX1	ADRBK1
F7C3H9	CYFIP2
A0A087WQM0	TNS1
E9PXN0	GM8180
E9PZC1	CDH8
E9PZD8	CP
Q3MJF2	IL17RD
Q3TZ55	GRIPAP1
Q3U850	RPL5
Q3USA0	SLC22A5
Q3UUW3	RORC
Q3V1F3	4732463B04RIK
Q3V431	4930517N10RIK
V9GWT9	TCF24
Q9CV72	KRT6B
A0A075B5N4	IGKV8-27
A0A075B633	TRAV8N-2
Q3TBB7	EVI2A
Q3UGV3	BAZ2B
Q8C8I9	GM10125
A0A0A6YW54	DCAF6
A0A0A6YWJ8	IGHJ2
A0A0A6YWQ2	FLG2
A0A0A6YXG7	MBNL1
A0A0A6YXV5	WDR20
A2A929	PRDM16
A2AE03	EIF3I
A2AU83	GM14124
A3KGC3	PAK3
F6TY56	CMPK1
F6W6J3	THBS3
F6YL37	GM10964
F7BJL0	LSS
F7CWA0	GPN3
J3QMZ8	GM21854
J3QPC3	BC024978
J3QQ19	GM379
A0A0A6YY69	IGHV2-5
A2A752	GM13124
A2AKK2	NSMAF
A2TH11	SP1
B0R091	CHP1
B2KFM7	SOX5
B7ZBY4	NOL12
E9PWX0	MED16
E9PZ19	IGSF9B
E9Q6C6	TTLL7
F6UVU0	MYO10
F6VMS8	SGIP1
F6VVE6	ARPC1B
F6XM68	LIMK1
F6Z063	ATP11A
F6ZV59	HNRNPD
F7AT58	CIZ1
J3QK22	ZMYND15
J3QK52	NOC2L
Q3TW97	CCT6A
Q3U3C2	NPC2
Q3UCL7	RPS3
Q3UQ10	FAM135A
Q3UWT4	LRP1B
A0A0A6YWH1	DPH7
A0A0A6YXP8	TMEM131
A0A0A6YXV3	SOX17
B8JJF3	MTMR2
F6VDQ9	OTUD6B
F6Y6H7	YTHDF2
F7BWM9	FEZ1
F7D926	WFS1
J3QMC7	S100A2
J3QMT8	KCNMA1
Q3TSJ5	DOPEY1
Q3U2P2	LTB4R1
Q3UR06	GM10584
Q3UVG6	GM19537
Q3UY03	GTF3C1
Q5M6W7	MTIF2
Q8BY24	OLFML2B
A2AEB6	MORF4L2
A8DUP3	HBBT1
B0V2V8	BRD4
F6RGA8	C530025M09RIK
F6TD25	KCNMB4
O35694	HIPK3
F6TMY4	SPTBN5
Q3USL6	PNMAL2
Q62378	SNRPB2
Q8C352	IFNGR2
Q8R5D2	YTHDF3
Q9CXY7	MAP2K5
M0QWD1	EIF4E2
M0QWT1	GM26727
Q2I0J8	VWF
H3BL05	ZFP428
Q1XIR8	H2-K
H3BJY1	SYNGR2
J3KML0	DCDC2B
A0A0U1RNS9	NTRK3
A0A0U1RPI1	FXYD1
A0A0U1RQ47	AEN
H3BKU4	UNC13A
H3BJ12	GOLPH3L
H3BJW9	DLGAP4
A0A0A6YW80	NAA15
A2AAV6	METRNL
A2AJL4	FGGY
A2AP82	TAF9B
F2Z486	CDK5RAP3
F6YQQ5	ISM2
F6Z0Y5	SAFB2
F7BYL0	DLG5
H3BJA3	GCLM
H3BJT1	GM29394
J3QNY1	GM9242
Q3UD67	AARS
H3BJD1	APOBEC3
H3BKY2	NPTN
Q78IW3	PARP8
H3BJF9	TRAF7
H3BJS0	CTAGE5
A1L331	PAM
A7VL18	ALDH9A1
V9GXE4	ACTR5
A0A0J9YTT8	FRY
A0A0J9YTZ5	FAM193A
A0A0J9YU32	RPL6
A0A0J9YU78	HAUS3
A0A0J9YUF5	TCF4
A0A0J9YUH9	TRAF1
A0A0J9YUK2	GTF2IRD1
A0A0J9YUJ8	GSN
A0A0J9YUY9	ZEB2
A0A0J9YV14	N4BP2L1
A0A0J9YVA8	CCDC136
A0A0J9YVH8	SYNGAP1
D3Z7I0	GTF3C2
I1E4X8	STIM2
Q8R3U5	CABLES2
Q9QYQ7	L1
C9VZF2	PFKFB4
Q6TKP2	NPCD
S4R191	SMIM1
S4R1C9	PIEZO2
S4R227	VPS33B
Q0P6B3	VSIG10
Q8VIL6	GALP
S4R1W6	MAVS
X1WI17	TMEM38B
Q8BPA4	SOBP
Q8BW48	E330018D03RIK
Q9CUC2	ZFP626
Q571B5	ADAM12
Q6R5H0	GM12511
Q0P650	SFSWAP
Q8K0Y1	PLA2G2C
B1ARR7	ENO1
B1AXJ5	LRP8
B1AWD1	PDE4B
F6UWJ0	RTEL1
F6XC25	CC2D1B
F7BEU1	SORBS2
F7CXD5	PAPOLA
Q3TNZ7	COL12A1
Q924Q6	IGHM
Q9D6T4	TEDDM3
Q9CWA5	NME3
Q149L9	P2RX6
Q8C6P2	OVGP1
Q9QWF4	H2-D1
E9Q8P8	FAM131B
Q8CAH4	USP29
S4R1Y1	CUL9
E0Z0E0	CATSPER3
J3JS21	ZFP62
D7F2B7	RAET1E
E3SRH0	SMAD4
Q8R0Q6	TSPAN7
A0A0G2JEC1	TRAJ17
A0A0G2JEH1	ARHGEF9
A0A0G2JEP3	SLC35F6
A0A0G2JER6	AGAP3
A0A0G2JGR4	NIPAL1
A0A0G2JH18	COMMD8
M9MMK6	TNFSF12
Q8K4E4	CD226
A0A0G2JF86	DCLRE1B
A0A0G2SSZ4	IL1F6
A0A0U1RPI6	TRPM1
A0A087WRS3	ABI2
A0A075B5M8	IGKV12-38
A0A087WQ65	LY6E
A0A087WSG1	1700017N19RIK
D3YWL2	MTIF3
D3YXJ0	DGKH
D3Z2L0	PLCXD1
D3Z4M5	FASTK
D3Z6C5	TEAD2
D3Z7S1	RASAL2
Q0KIX1	WWC1
Q3TNZ1	NADK
Q5R1A6	TRDV1
Q6P6I7	HNRNPA3
Q6ZQE2	ZFP646
Q8BRR1	A830021K08RIK
Q8C269	ADAM8
Q8CBK2	PDE4D
Q8R1B1	ZFP37
Q9CYM7	SNX21
Q9D5T8	4921504E06RIK
B7ZWJ8	AXDND1
Q8K197	CES2G
V5TDL3	PLA2G2A
K7N6R7	ZFP932
Q3TZ80	TMEM199
A0A0H2UKC4	ST6GALNAC3
A7E1Y3	STK33
O35407	DDR1
Q6P211	ANKRD12
Q19SC5	AKD2
Q3UFQ5	TTC7B
Q3UQF9	GM10465
Q3KP77	MCOLN3
A0A0N4SUI8	CCT7
A0A0N4SUM2	HNRNPA2B1
A0A0N4SUQ9	CASC1
A0A0N4SUS5	THUMPD3
A0A0N4SV45	M1AP
K7N665	GM7995
O88458	ERBB3
Q53X20	GDF10
K7N686	VMN2R32
Q99KR5	DNAJC2
A0A0N4SW01	DOK1
A0A0N4SW36	PHF14
A0A0N4SWC1	MFSD8
H3BK42	LRCH4
H3BKQ3	EVI5L
M0QWI1	RPGRIP1
Q14DS2	MROH4
M0QWZ1	FAM193A
Q8BQI4	SRMS
S4R1K6	CHRD
B2RUF9	OLFM4
F6TKU5	NSMF
Q5ND05	MTMR4
A0A087WNP8	GM21778
A0A087WQX9	1700012B09RIK
A0A087WRK9	TRIP12
D3YTR4	MBD3
D3YWI1	ALDOA
D3YZV3	GSTA2
D3Z1T4	GNB2
D3Z3V2	ST3GAL2
Q05CE2	SYNM
A0A087WP08	DIS3L2
A0A087WP86	ACTR3
D3YX71	GM8973
F8WGX4	FLAD1
Q148P9	RELN
Q80WA0	RIN3
Q8BM35	ASAP3
Q8BSC1	GM10023
Q8C265	SELPLG
Q8CC15	SLC38A11
A0A075B5Y0	IGHV8-13
B7TVI1	RHBG
D3YW26	TADA2B
D3Z2K6	NBEAL2
D3Z6R7	TMEM63C
D3Z7Q5	PDCD5
F8WH96	HINT3
K3W4S9	DYRK4
Q6P7T8	ZFC3H1
Q8CBZ2	NRXN3
Q8C9D3	SCAF8
Q8C9U5	ZFP956
A4FUU5	ZDHHC2
D3YXC9	RTKN
D3YYN6	PLD5
D3YZY1	ABCC1
D3Z2V3	ZFP882
D3Z4C4	LHFPL2
D3Z6H9	ADGRL3
Q6IR13	MAGEL2
Q6PDM6	MCF2L
Q8BX31	SLC4A5
H3BJU9	LRCH4
J3KMR6	DERL2
Q9CW99	MARK3
A0A068BFV6	RXRB
H3BLA9	SENP6
Q14B12	KLRA21
Q6VYA0	WNK1
S4R2J2	CELF2
Q2NLC3	IGH
Q8C5D6	QSER1
Q9CX22	CFL1
B1AQW6	MAPT
E0CX72	VANGL1
F6RSY8	FAM184A
H3BKK8	FRMD4A
Q4FK18	IRF1
S4R2I6	CCDC154
Q6P1Z8	SLC1A1
A0A0G2JFH2	MAP4
B7ZNW2	UBR3
F6Z700	STRN
Q05DS3	IL1RL2
E0CYD6	TM7SF2
E9QL12	DYSF
Q8CF22	1700084P21RIK
Q9D2F2	4930569F06RIK
A0A0B4J1K2	TRAV9-4
A2AQM9	NCOA6
B1ATW6	EFCAB9
B2RY84	KIF14
D6RG84	BRAP
E0CYX5	NCOR1
F6TUA2	CASD1
F7C9F6	ARNT
J3QNJ2	GM2310
Q61829	ME1
Q9CUW8	SWT1
Q9JIL0	ALS
R4HJA5	STARD6
Z4YL84	PHF8
Q9JL12	TCIRG1
A2AJR6	ACVR1C
D6RJI8	TBC1D13
E9QQ93	XIRP1
F6YA17	MTMR14
F7B227	ECH1
F8SLP5	PEX5L
J3QNU3	RNPEPL1
Q05BB8	POLG
Q499D6	TRPS1
Q8C090	ARHGAP44
Q9CTE1	NAP1L5
A0A0A6YWA1	IP6K2
A2ANU2	GALNT12
A9C444	CCDC191
E0CXC0	KCNIP2
F2Z432	RIT2
F6QUN2	ZFP707
F6ZGQ1	IRAK1
F7D254	TMC6
L7MU83	GM14345
Q2UZQ7	SLC27A3
Q3TY93	CAMK2B
Q3UF78	MAP1B
Q61821	EPHA5
A0A089N5R8	ABPA26
A2A9H0	ZCCHC11
A2AMW4	MAGEA10
E9PY07	PANX1
F6Z1I1	XPO6
G3UYB6	H2-T22
Q3TSS2	PTN
Q3U2P0	CIITA
Q3UAZ7	HMGB2
Q3UQG4	BNIPL
Q3UQN3	RAD23B
Q3V3B0	DSCAML1
A2BDP0	MED14
A2BI37	ZFP185
B0R037	4930402H24RIK
B1AWQ0	ESPN
B7ZC59	SAMD14
B7ZCU5	ABI1
E9QMV2	ABRACL
E9QPM7	MCF2L
F6UFG6	ANP32A
F6VRP8	LGALS3BP
F6W3F3	GM21974
F6Z2D6	EVC
F7B9M9	ENTPD1
F7DE82	SLIRP
Q3TR65	HMBOX1
Q5DTM6	SPAG4
Q5DTR4	SPTBN1
Q5SXE1	KSR1
Q6A062	CEP350
Q8BKG1	DDX1
A2AG47	MAGED2
B7ZNT9	PLA2G4F
E9PVF9	TIMM23
E9PZ73	TEAD1
E9QMX4	RPS6KC1
G3UXV1	MBD6
Q3UIC3	LDHA
Q3USF3	B3GAT3
Q6DLX0	AHR
A0A087WQJ2	PARK2
B7ZN44	STIM2
E9PVW4	VSIG10
E9PYP1	CES1A
E9Q2M1	GM5799
E9Q326	OAS1H
E9Q5L7	PHF10
E9Q600	LOXL4
E9Q9M8	PWWP2B
G3UXP1	JAKMIP1
H9KV04	MCMBP
Q3TA81	IFT140
Q3TPE4	TOP3A
Q3U0K7	RELB
Q3UEU0	INPP5D
Q3UNC3	DOXL2
A0A087WS86	ZFP507
E9PW90	YTHDF2
E9PX22	9130019O22RIK
E9PY89	B4GALT2
E9PYR6	OTOF
E9Q1Y9	5430421N21RIK
E9Q6E8	MAML3
G3UX16	DUSP7
Q3U0L5	PLK3
Q3UA52	ARPC2
Q3UEZ1	PIRT
Q3UKD6	SRC
Q3URP6	P4HB
Q3UVF0	GM19409
Q3UY04	RASGRF1
Q3V2I0	KCND3OS
Q6NV79	ANKRD11
Q8R2C1	V1RC33
A2NVW4	IGLV1
A2VDF7	SLC4A4
Q3TD87	TNFAIP8
Q3TEK9	SRPK2
Q3TS82	RC3H1
Q3TUS4	TOP1
Q5U480	C87414
A0A087WQM2	PIK3R1
A2ASI2	SLC38A11
B1AV60	NHS
F6RER8	ART3
F6RQD1	MYBPC1
Q3USB4	EFNA2
Q8BL04	SLITRK4
Q8C4C8	C230062I16RIK
Q8CDW0	GM5114
Q8R384	MYH11
Q9CUD7	KCNMB4OS2
Q9JHB7	MEP1B
Q9QZQ9	D1DR
A0A087WP80	LSAMP
A0A087WPT7	INPPL1
A0A087WRU1	CN725425
A2KTK0	IGHVDJ
D3YVA1	CLEC16A
